Episode,Steps,Total Reward,Discounted Reward,Expected Q
369,2001,-63438.474052209465,-10761.510813372879,-841.1637573242188
370,2001,-64517.45464842535,-10703.433220296914,-832.8894653320312
371,2001,-67144.35859566259,-10841.433705577965,-837.8825073242188
372,2001,-63536.797247925446,-10713.011058930546,-829.2870483398438
373,2001,-65374.89020504469,-10619.416579633598,-844.8504028320312
375,2001,-64789.626663091025,-10619.571877291572,-837.8855590820312
376,2001,-66320.33377872579,-10896.11274017849,-837.9265747070312
377,2001,-65840.35069045398,-11237.919509792831,-835.0817260742188
378,2001,-63148.95921454317,-11116.4027239261,-837.2186889648438
379,2001,-62113.896183571276,-10465.572055505942,-838.6119384765625
382,2001,-66808.63578265227,-10779.033236693347,-852.8988037109375
393,2001,-63233.26537671918,-10660.259555617858,-850.2775268554688
387,2001,-63228.572798744535,-10284.7174541113,-853.584228515625
380,2001,-63188.46083069689,-10379.30107210723,-863.2262573242188
381,2001,-63519.816277542115,-10347.643515418516,-859.2898559570312
383,2001,-62062.6845243383,-10177.87905450865,-861.4030151367188
384,2001,-64673.19784130802,-10757.318571386726,-853.6707763671875
385,2001,-64579.585440469375,-10208.764659417826,-851.2129516601562
386,2001,-63912.3071168919,-10608.353931099105,-860.2778930664062
388,2001,-61418.82797814149,-10341.051238628175,-854.1893310546875
389,2001,-63951.745781869664,-10703.885762654425,-861.2418823242188
390,2001,-66153.26980356686,-10740.778073213845,-856.7192993164062
391,2001,-64669.25264928462,-10508.962919265063,-861.0374145507812
392,2001,-63805.466213913074,-10508.619819962683,-859.5733032226562
394,2001,-62084.21346963227,-10588.251987920827,-863.7420654296875
395,2001,-62994.44859963997,-10321.729494485542,-852.0213623046875
396,2001,-64925.20665119106,-10850.462209532227,-853.07568359375
397,2001,-64969.671320235975,-10898.209303334937,-868.0044555664062
398,2001,-63243.71320752256,-10390.501190332561,-859.3158569335938
401,2001,-63699.62084542609,-10340.29072221204,-874.976318359375
412,2001,-62615.963823249964,-10195.281565498826,-858.7315673828125
406,2001,-63900.382315985684,-10420.777521044862,-881.292236328125
399,2001,-62733.12124765644,-10758.09414431609,-887.4839477539062
400,2001,-61414.20878606622,-10526.455056231936,-874.5355834960938
402,2001,-63585.36039423665,-10397.424556290207,-865.981689453125
403,2001,-62337.06554649003,-10353.122431456492,-874.6055297851562
404,2001,-63586.58890417268,-10568.358537240902,-877.7418212890625
405,2001,-62342.660622383795,-10529.621218993756,-881.9481811523438
407,2001,-62843.712689285676,-10325.061999188501,-875.883056640625
408,2001,-63026.46580043474,-10495.060381757981,-879.0579833984375
409,2001,-62731.33510833685,-10408.407816490559,-885.0440063476562
410,2001,-63138.396853290265,-10614.376259866118,-870.8908081054688
411,2001,-63483.969240500825,-10742.863818402782,-874.6177368164062
413,2001,-62831.337806784,-10772.012612406352,-883.6787109375
414,2001,-62406.71749596715,-10294.999195166216,-874.9947509765625
415,2001,-63529.36247578007,-10202.63905643947,-874.939453125
416,2001,-62927.09114628195,-10852.425170307364,-880.4482421875
417,2001,-63758.22426603299,-10731.092114255482,-887.428466796875
432,791,-25195.250370154034,-9649.939349405453,-899.1293334960938
420,2001,-62394.63586868361,-10176.21130058766,-898.4963989257812
431,2001,-63074.12458028952,-10188.064568602176,-885.5377807617188
425,2001,-64038.65566013199,-9992.25868942408,-889.2945556640625
418,2001,-62797.89138075705,-10556.275426704307,-901.7150268554688
419,2001,-63303.25323670207,-10585.999994853,-888.3728637695312
421,2001,-60961.543924023325,-10185.855297674105,-883.4591064453125
422,2001,-63458.79742207667,-10323.19905096851,-901.6572265625
423,2001,-62417.44229108722,-9709.08753425139,-886.10791015625
424,2001,-61399.26350678446,-10265.472576488412,-895.009033203125
426,2001,-61583.273830541635,-10382.22566694565,-905.8243408203125
427,2001,-60502.69838484588,-10005.400106628225,-891.8358764648438
428,2001,-61577.81216567056,-10620.98480674912,-886.0238037109375
429,2001,-61853.8185567596,-10033.479283352219,-889.0252685546875
430,2001,-60790.26708236627,-10517.506723567425,-901.76611328125
433,2001,-64554.6656905886,-10219.768834331142,-892.7647705078125
434,2001,-60550.992369251384,-9961.229263987425,-903.2644653320312
435,2001,-64302.22063890317,-10224.859212333826,-895.0831298828125
436,2001,-63051.02608210191,-10424.523674187922,-903.0762939453125
451,2001,-60846.62731177578,-10178.409255223134,-915.283447265625
439,2001,-61691.477561595115,-10449.232156343916,-912.270751953125
450,2001,-62941.58337178001,-9690.249146387041,-906.4432373046875
444,2001,-62510.590908639846,-10315.59437674349,-915.451171875
437,2001,-64259.171854568165,-10335.997234926717,-905.8224487304688
438,2001,-60198.888340634396,-10256.618559546507,-909.9129638671875
440,2001,-62293.725905558036,-10106.944276737611,-903.7573852539062
441,2001,-61317.89582926958,-10639.794279483298,-915.3304443359375
442,2001,-65742.99429482882,-10727.588172156156,-911.4558715820312
443,2001,-62918.78330221434,-10468.878793548334,-926.9172973632812
445,2001,-64645.40062641865,-11040.53848424058,-929.5874633789062
446,2001,-61946.99976214877,-10593.31700431951,-908.6937866210938
447,2001,-61223.08034396744,-10391.121251248473,-916.9295043945312
448,2001,-62730.66280012317,-10147.069780885218,-914.5833740234375
449,2001,-62315.89790318731,-10798.197835906323,-923.4566040039062
452,2001,-61836.86955365659,-10245.85672912705,-910.2026977539062
